Product Name,Product Type,Quantity,Cost of Goods Sold,Net Sales,Gross Profit
巧媳妇 厨用开罐器,life,3.00,18.42,35.08,16.66
花王碧柔 夜间睡眠补水保湿眼膜(8对),beauty,3.00,33.00,49.63,16.63
飞利浦 2.4GHz无线鼠标 光学感应器 SPK7314(M314),appliances,3.00,28.35,44.97,16.62
韩国 JMsolution 黄金蚕丝玻尿酸美白保湿面膜 10pcs*45g,beauty,2.00,26.16,42.75,16.61
ABIB 舒缓平衡爽肤水 200ml,beauty,2.00,36.00,52.57,16.57
23 YEARS OLD 白色蚕丝高蛋白浓缩精华面膜,beauty,11.00,153.50,170.07,16.57
【青花瓷】玲珑冰梅盖碗,life,2.00,7.64,24.18,16.54
【消毒液喷雾瓶】 小支雾气喷瓶  四色混发,life,12.00,6.96,23.50,16.54
日本制 带盖软毛牙刷 白色/粉色/绿色/蓝色,beauty,19.00,30.78,47.31,16.53
小米有品 佐敦朱迪 U型围脖硅胶 可微波暖水袋 热水袋 750ml,life,3.00,47.25,63.77,16.52
FUYU 5米 圆点弹力绳 捆绑绳,life,8.00,8.32,24.83,16.51
杭州胎菊 50g,Snacks,22.00,55.00,71.50,16.50
大木制药 维生素鱼肝油丸 香蕉味120粒,snacks,8.00,163.12,179.62,16.50
富奇 天然保健养颜角梳,life,3.00,11.37,27.87,16.50
日本制 可爱兔皂盒 蓝色/粉色/黄色,life,12.00,20.04,36.54,16.50
Softmate Premium 婴儿湿巾 紫色压花型,life,75.00,169.30,185.79,16.49
JM蓝瓶补水+蜂胶混装面膜,beauty,2.00,15.00,31.47,16.47
WHITE CONC 美白3件套 沐浴露+身体乳+CC霜,beauty,1.00,30.51,46.97,16.46
韩国 美迪惠尔 水库海洋保湿眼部凝胶护理眼贴 5pcs,beauty,5.00,32.50,48.96,16.46
旺旺 葡萄味泡果奶 450ml,snacks,41.00,49.25,65.67,16.42
UNNY CLUB 发际线粉,beauty,6.00,54.00,70.41,16.41
大森屋 速溶花蛤裙带菜味增汤 内含10小袋,snacks,24.00,144.00,160.40,16.40
"Cuisinart面包形深烤盘9""(23cm)",life,2.00,21.00,37.38,16.38
超时 粗细双头荧光笔,life,15.00,6.90,23.28,16.38
Higher Love七色圆珠笔,life,13.00,5.59,21.97,16.38
高原彩 松茸鸡汤米线 原味 / 爆辣212g,Snacks,14.00,46.20,62.54,16.34
第一三共 护龈牙膏系列,beauty,2.00,33.90,50.23,16.33
EXCEL 真我霓裳 四色眼影盘,beauty,2.00,35.08,51.40,16.32
培利亨 食品夹 9寸,life,8.00,8.16,24.46,16.30
【范冰冰推荐】SVELTY 糖质分解酵母酵素 56粒,beauty,2.00,28.80,45.05,16.25
SANA 豆乳美肤超保湿滋润面霜 100g,beauty,7.00,80.43,96.67,16.24
拉杜丽 宫廷仕女浮雕腮红 4g,beauty,1.00,73.80,89.99,16.19
【头发吸收山羊奶营养】SHUSHU UU 山羊奶多效修复洗发水,beauty,2.00,17.80,33.98,16.18
永和豆浆 黑豆浆粉 速溶豆粉 210克,snacks,24.00,72.00,88.17,16.17
天禾 蜜汁叉烧秘制腌料,snacks,85.00,85.00,101.17,16.17
NOWATER 熊果苷无水老虎面膜 肌肤水当当 10片/盒,beauty,10.00,104.65,120.82,16.17
肌肤之钥 CPB光采日间防护霜 50g,beauty,1.00,132.33,148.49,16.16
FANCL帮助睡眠丸 快眠支款改善睡眠 150粒,life,7.00,90.72,106.88,16.16
House of Rose 去角质身体磨砂膏 白玫瑰香 秋季限定 350g,beauty,2.00,44.02,60.16,16.14
佑天兰 果香身体磨砂膏 全身去角质死皮鸡皮 300g,beauty,7.00,91.00,107.13,16.13
大号 龙津时尚圆筒牙签,life,12.00,9.00,25.12,16.12
肌美精 紧致保湿抗揍眼霜 30g,beauty,3.00,38.97,55.07,16.10
资生堂 IHADA干燥肌抗敏感药用乳液 50g,beauty,2.00,27.82,43.90,16.08
【可裁剪】NATURE 4D男女款鞋垫,life,9.00,9.79,25.85,16.06
植物刺绣多色小化妆包,life,4.00,7.92,23.96,16.04
乐敦 肌研极润 高保湿玻尿酸滋润 面霜,beauty,2.00,29.98,45.98,16.00
莎娜SANA 豆乳美肌净亮洗面奶 150g,beauty,2.00,17.98,33.98,16.00
乐敦 极润高保湿 玻尿酸乳液,beauty,2.00,29.98,45.98,16.00
韩国 Medi-Peel 美蒂菲 积雪草祛痘面霜,beauty,2.00,27.98,43.98,16.00
日本 狮王 细齿洁牙周护理牙膏 草本型,beauty,7.00,35.70,51.69,15.99
日本MINON 氨基酸保湿洁面泡沫 150ml,beauty,2.00,40.00,55.98,15.98
韩国 蒂佳婷 维生素活颜亮白霜 50ml,beauty,2.00,64.00,79.98,15.98
"TPO iPad New 9.7"" 多角度支架平板壳",appliances,2.00,16.00,31.98,15.98
日本Withone 植物性便秘药 清肠排毒素 12包,life,2.00,26.00,41.98,15.98
康奈尔 2合1电吹风 干发造型,appliances,1.00,11.03,27.00,15.97
K-Palette 完美妆容明亮泪袋笔 卧蚕笔,beauty,10.00,140.00,155.96,15.96
天禾 香辣鸡秘制腌料,snacks,28.00,28.08,44.04,15.96
儿童防护口罩 一次性3层  50个/盒,life,4.00,24.00,39.96,15.96
高丝 蜂皇浆黄金果冻面膜 (高浓度胶原蛋白/透明质酸) 4pcs,beauty,3.00,29.25,45.18,15.93
韩国产橄榄油精华身体乳1150ml,beauty,4.00,24.00,39.92,15.92
小林制药 纳豆激酶 DHA+EPA 30粒,life,2.00,31.56,47.48,15.92
DAHOC 手掌型拍痧掌 (多色) 31x8.5cm,life,3.00,7.53,23.45,15.92
旺仔 QQ水果软糖 多款口味,snacks,561.00,395.54,411.44,15.91
走亲访友必备 大号利是封红包袋 (福/囍/生日快乐/寿/满月/乔迁) 6个/包,life,26.00,9.64,25.54,15.90
OMYSKY 诗秘 口红跳蛋,life,1.00,14.10,29.99,15.89
佳禾有机糯小米 454g,Snacks,24.00,52.80,68.64,15.84
日本 乐敦 卵肌 HADALABO 泡沫丰盈 去角质洁面乳 160ml,beauty,2.00,24.14,39.98,15.84
顺祥缤纷维雅双耳保鲜碗800ml,life,4.00,9.88,25.70,15.82
7寸饭盘,life,9.00,7.83,23.65,15.82
KAO 花王 8x4 香体腋下止汗消臭喷雾  150g,beauty,4.00,27.20,43.01,15.81
沂蒙公社 山渣球 280g,snacks,20.00,44.00,59.81,15.81
日本 山田养蜂场 天然蜂蜜 氨基酸 保湿洗面奶 100g,beauty,2.00,39.60,55.39,15.79
小叶厨房 隔热垫 2片装,life,15.00,7.80,23.59,15.79
AABIB 清爽保湿面霜75ml 黑管,beauty,2.00,36.00,51.78,15.78
音都 YD-B5 颈圈式 蓝牙无线运动耳机,life,1.00,9.22,24.99,15.77
花王马桶强力除污除菌清洁剂500ml,life,4.00,16.20,31.96,15.76
典雅 男女情趣 水溶性润滑油 真实型 170ml 红色,beauty,3.00,42.57,58.30,15.73
小麦卡通软毛牙刷,life,13.00,10.14,25.87,15.73
小林制药 运动鞋除臭喷雾 250ml,beauty,6.00,25.20,40.89,15.69
溜溜梅无核罐装日式梅饼80g,Snacks,23.00,64.40,80.08,15.68
质感透明网格 考试笔袋 20.5x12cm,life,11.00,7.26,22.94,15.68
虎牌 不锈钢真空食物焖烧杯 MCL-A038 380毫升,life,3.00,82.89,98.57,15.68
【塑造立体小V脸】春雨绿色蜂蜜牛油果面膜 10片,beauty,2.00,34.00,49.68,15.68
魔女工厂抗衰保湿爽肤水+棉片套盒,beauty,1.00,27.34,42.99,15.65
PDC Liftrana硅藻泥洁面膏 120g,beauty,2.00,24.36,39.98,15.62
Dentopital 口袋便携式漱口水 解决口气舒缓尴尬,beauty,15.00,117.00,132.61,15.61
KM 夹式拖把挂钩,life,8.00,8.88,24.49,15.61
原辰 透明质酸面膜 10枚入,beauty,5.00,65.84,81.45,15.61
花王 乐而雅透气性护垫 清净无香型14cm 36片,beauty,5.00,22.75,38.36,15.61
Sosu抹茶去角质嫩白撕拉足膜 25ml*4枚,beauty,2.00,32.38,47.98,15.60
肌美精桃叶精华沐浴露530ml,beauty,2.00,16.38,31.98,15.60
日本 ONEDAY 白肌素颜霜 120ml 蓝色,beauty,2.00,32.40,47.98,15.58
现代美 修改带/涂改带 带芯强韧 修改表面平整,life,22.00,7.04,22.62,15.58
拉美拉 便携式化妆套刷 化妆小白必备,beauty,5.00,8.90,24.45,15.55
Marvo-Tech Scorpion系列 专业游戏套装 鼠标+鼠标垫 G909+G1,appliances,1.00,14.43,29.98,15.55
LG 喜马拉雅粉盐牙膏套盒 冰澈薄荷,beauty,8.00,86.40,101.92,15.52
ELIXIR 弹润胶原蛋白睡眠面膜 105g,beauty,3.00,134.46,149.97,15.51
谜尚维他命C plus集中淡斑精华 15g,beauty,1.00,24.49,39.99,15.50
家用泡棉双面胶 (18mm X 5m),life,15.00,7.05,22.55,15.50
TESCOM 双电压 轻便电热塑形美发带梳吹风机 BI2000 粉色,appliances,1.00,45.72,61.21,15.49
【一瓶好水】日本 Akaran 多机能无添加超保湿化妆水 150ml,beauty,2.00,39.60,55.08,15.48
中国象棋 35x13mm,life,6.00,7.50,22.97,15.47
WHITE CONC 维他命C VC药用全身美白身体磨砂膏 葡萄柚香,beauty,3.00,40.50,55.97,15.47
日本制 黏着式婴幼儿耳洞清洁器 (黑色/红色) 20枚入,maternal,28.00,51.52,66.98,15.46
Kaide 迷你AM/FM收音机 KK-222,appliances,2.00,9.24,24.68,15.44
典慕 爆摇日式冷泡元气茶 冷泡冲饮 5袋/盒,snacks,7.00,52.50,67.90,15.40
日本Slimwalk脂肪对策运动瘦身塑身美腿提臀裤S-M 黑色,life,1.00,24.59,39.99,15.40
嘉娜宝 带刷双色修颜粉 EX-2(光透型),beauty,2.00,37.80,53.18,15.38
3米 晒衣绳  多色随机发货,life,11.00,7.26,22.64,15.38
花王乐而雅 F透气棉柔超丝薄特长日用护翼卫生棉25cm*17枚,beauty,4.00,19.70,35.07,15.37
西餐餐具 叉子 21cm 单个出售,life,33.00,13.86,29.22,15.36
Kate 淡黑造影液体眼线笔,beauty,3.00,29.61,44.97,15.36
韩国ilyang 打造童颜美肌  天天美丽胶原蛋白粉10包+面膜10片,beauty,5.00,58.25,73.61,15.36
CHUSILK 20入1次性3层儿童盒装口罩,life,14.00,26.46,41.81,15.35
日本 PIAFLOSS 耳洞清洁护理套装 薄荷味 线60根入+护理液 60pcs 蓝色,beauty,6.00,28.80,44.14,15.34
晨立 巨无霸 高级树脂铅芯系列,life,11.00,7.50,22.83,15.33
爱茉诗 02绿茶喷雾 发根膨松剂,beauty,4.00,74.00,89.30,15.30
Conair MINI PRO 吹风筒+直发棒 旅行套装,appliances,2.00,34.66,49.96,15.30
拉杜丽 仕女浮雕透亮美肌粉饼 4g,beauty,2.00,55.70,70.99,15.29
美妆仙 完美造型护发油 水蜜桃味 70ml,beauty,6.00,53.22,68.47,15.25
【买1送1】庙口 调料系列 110克,snacks,859.00,1374.40,1389.64,15.24
RNW Der. Blanc Eye Contour Cream【小银管】抗蓝光补水保税淡纹抗皱眼霜25ml,beauty,3.00,56.70,71.94,15.24
肌美精 倍润浸透保湿面膜 粉嫩水光肌 5片,beauty,10.00,106.68,121.88,15.20
乐而雅 零触感日用卫生巾 20.5cm 8片/28片,beauty,7.00,46.73,61.93,15.20
日本 糖果瓷娃娃 提亮妆前乳隔离霜珍珠 30g 粉色,beauty,2.00,31.80,46.98,15.18
HABA 限定！高保湿身体磨砂膏 150g,beauty,2.00,40.80,55.98,15.18
【珍藏礼系列】彩色5件陶瓷茶具套装 一壶四杯,life,2.00,9.80,24.98,15.18
NHS 青汁酵素瘦身代餐粉 抹茶味 200g,beauty,2.00,45.60,60.78,15.18
ROYD 网红护发锁色 洗护套装 护发素,simple,2.00,34.80,49.98,15.18
日式精选 和风7寸陶瓷菜碗碟,life,6.00,14.22,29.39,15.17
日东红茶 皇家白桃奶茶10入,snacks,6.00,26.46,41.62,15.16
玉肌 无添加沐浴洗发旅行套装（薰衣草/麝香/玫瑰/栀子花）,beauty,23.00,372.60,387.76,15.16
小米 小钢炮便携蓝牙音响2代 (黑色/白色),appliances,2.00,66.44,81.59,15.15
mon loulou 高保湿乳木果油洗面奶 绵密泡沫 130g,beauty,10.00,98.40,113.55,15.15
【限量版】日本Amino Mason 清爽护肤套装,beauty,1.00,39.60,54.75,15.15
丸三 COTTON LABO 敷面化妆棉 1盒70pcs,beauty,8.00,16.40,31.52,15.12
Cosrx弱酸性早安凝胶洗面奶 150ml,beauty,4.00,33.60,48.72,15.12
透明6色圆珠笔 0.7mm 1支,life,16.00,8.96,24.07,15.11
BOTANIST 猪鬃毛气垫梳 轻松不打结,beauty,5.00,90.00,105.11,15.11
IPSA 流金岁月娇唇呵护菁华露润唇膏 10g,beauty,2.00,67.68,82.78,15.10
POWER KITCHEN 三层海绵百洁布 3pcs,life,16.00,27.20,42.29,15.09
日本Calbee卡乐比 香脆雪豆 70G,snacks,24.00,39.60,54.65,15.05
FANCL 蓝莓眼镜抗疲劳丸 60粒,life,2.00,30.54,45.58,15.04
德庄 川味大盘鸡 调料 150g,snacks,36.00,54.00,69.02,15.02
30x30cm超柔小方巾 洗脸巾 多色混发,life,10.00,6.90,21.90,15.00
奥利奥抹茶冰淇淋味 388G,Snacks,10.00,50.00,65.00,15.00
iPhone财神爷手机壳（适用Xs Max／Xs／XR／X）,appliances,30.00,0.00,15.00,15.00
苏菲超薄夜用卫生巾护翼40cm 8枚,beauty,3.00,11.97,26.97,15.00
Foodaholic 芦荟胶 Calming & Moisturizing Aloe Vera 99% Gel,beauty,5.00,14.95,29.95,15.00
bbluv Üvi 婴儿便携紫外线四合一消毒器,maternal,1.00,20.99,35.99,15.00
双面卡通磁石手写板,life,4.00,8.96,23.96,15.00
康奈尔 Supreme电吹风 1875瓦 318RCTC,appliances,1.00,10.00,24.99,14.99
【卷发棒中的爱马仕】CREATE ION 26mm 负离子调温卷发棒,appliances,1.00,57.00,71.99,14.99
Kanebo嘉娜宝 完美高效防晒乳 (清爽不粘腻)SPF50+PA++++ 60g,beauty,1.00,33.00,47.99,14.99
兰芝积雪草舒缓修护睡眠面膜60ml,beauty,1.00,24.00,38.99,14.99
虹雅堂 可爱动物朋友 冷热敷眼罩 (柴犬/兔子),beauty,2.00,30.00,44.98,14.98
珂莱欧 魔镜二代安瓶精华气垫粉底 SPF50+ PA+++ 加替换装 30g,beauty,2.00,60.00,74.98,14.98
超级玻尿酸深层洁颜泡沫,beauty,2.00,17.00,31.98,14.98
发财树四字贴-金银满屋,life,3.00,0.00,14.97,14.97
百味山庄 台湾风味 干果系列,snacks,39.00,89.70,104.67,14.97
LG男士补水保湿水乳 350ml,beauty,5.00,25.00,39.95,14.95
日本雪印 MBP高钙脱脂棒 16gx 7袋,life,3.00,25.90,40.83,14.93
2021 利是封 红包 万事如意 20个装 2013019,life,6.00,3.03,17.94,14.91
可口可乐出品 美汁源 果粒橙 橙汁饮料 420ml,snacks,35.00,43.75,58.66,14.91
蒂佳婷 雪草药丸面膜 镇静修复敏感肌 5片装,beauty,33.00,419.43,434.33,14.90
美迪惠尔 蒸汽睡眠发膜 5枚入,beauty,4.00,60.00,74.90,14.90
虎牌 真空保温电热水壶 PDU-A50U 5升,appliances,1.00,182.20,197.10,14.90
乐敦 抗疲劳防蓝光眼药水12ml,beauty,2.00,23.10,37.98,14.88
高丝 海藻滋润顺滑 洗发水 护发素 Je l'aime Amino Algae Rich D.Moist&Smooth,beauty,2.00,19.12,33.98,14.86
老郑州河南烩面 麻辣羊肉 / 上汤牛肉 / 麻辣牛肉,Snacks,11.00,49.50,64.35,14.85
日本 大王 ELIS 新素肌感日用绵柔护翼20.5厘米 量少型 22pcs 蓝色,beauty,6.00,28.98,43.82,14.84
厨房必备 Shengya压蒜器,life,2.00,8.17,22.97,14.80
【日本冠军】FLOWFUSHI 立体滋养睫毛膏 精华液+睫毛膏一步到位,beauty,8.00,154.24,169.03,14.79
日本 无添加主义 HABA 【限量版】绿野仙踪护手霜 30g x 3,beauty,2.00,31.20,45.98,14.78
Dr.Jart+ Cicapair积雪草舒缓爽肤水 150ml,beauty,2.00,43.20,57.98,14.78
虎牌 微电脑 4合1多功能电饭煲 JBV-S10U 5.5杯,appliances,1.00,124.72,139.50,14.78
贝亲 新生婴儿母乳实感宽口径硅胶奶嘴 LL两只装,maternal,3.00,30.00,44.77,14.77
【珍藏礼系列】褐色陶瓷茶具5件套装 一壶四杯,life,1.00,5.22,19.99,14.77
白家陈记四川酸菜鱼味粉丝 桶装 110G,snacks,34.00,51.00,65.77,14.77
日本Calbee卡乐比 泰式原味虾条 227G,snacks,24.00,76.56,91.33,14.77
小米 入耳式线控圈铁耳机Pro2 黑色款,appliances,2.00,52.22,66.98,14.76
Chef Kids 小熊厨房计时器 可吸附型 棕色/橙色,life,19.00,34.77,49.51,14.74
梦妆 花运扑扑发际线粉 填充神器修饰大额头,beauty,18.00,252.00,266.72,14.72
泡棉双节棍,life,5.00,9.75,24.46,14.71
K-06 2.4G 无线键盘+鼠标 套装,appliances,2.00,27.28,41.98,14.70
Noodle&Boo 家居清新扩香香薰 100ml,beauty,1.00,34.29,48.99,14.70
乐敦 C3隐形眼镜护理液 500ml,beauty,5.00,51.58,66.27,14.69
韩国 春雨 黄油蜂蜜美美白补水面膜 5pcs,beauty,5.00,70.00,84.67,14.67
日本制 硅胶食物保鲜膜 密封多功能碗盖,life,19.00,32.97,47.64,14.67
日本椭圆8头晒衣架,life,6.00,10.56,25.22,14.66
饺子神器 简易包饺子器,life,25.00,9.62,24.27,14.65
日产 COOL FREE 超薄凉水壶 单手提壶 HB-4326,life,2.00,12.52,27.17,14.65
小林制药 喉咙痛 发热口服胶囊,life,2.00,25.34,39.98,14.64
EVAS Withme 白雪美人素颜霜 140ml,beauty,3.00,34.50,49.14,14.64
毛穴抚子 男士专用面膜 紧致美男肌 10片入,beauty,10.00,85.43,100.05,14.62
日本 杰士派 男士造型移动锁定喷雾 80g 灰色,beauty,9.00,81.00,95.59,14.59
POLA 90周年纪念版手霜 60gX2,beauty,7.00,304.84,319.43,14.59
PURE SMILE CHOOSY 水凝胶保湿唇膜 (蜜桃味/蜂蜜牛奶味),beauty,6.00,118.80,133.39,14.59
韩国 谜尚 奥普 A'PIEU 积雪草受损肌肤修理再生保湿面霜 120ml,beauty,5.00,73.50,88.08,14.58
LULULUN ONE 顶级美白保湿面膜 限量版 5片装,beauty,3.00,57.60,72.17,14.57
【买1送1】富春江 红油茭白 正宗家乡风味,snacks,26.00,59.80,74.36,14.56
韩国 蒂佳婷 宛若新生 DERMASK 黑竹炭泡泡清洁收缩毛孔面膜 5pc 银色,beauty,12.00,174.00,188.56,14.56
软萌长耳兔子 手持折叠USB充电风扇 (蓝色/粉色/绿色),appliances,6.00,18.90,33.43,14.53
韩国 茉贝丽思 婚纱一代补水面膜 5pcs,beauty,10.00,80.00,94.51,14.51
Remax 急速充电数据线,life,5.00,5.05,19.55,14.50
美啦美 小清新便携指甲钳 指甲剪,life,11.00,7.01,21.49,14.48
Kaneyo抗菌消除 衣领袖口专用洗衣液 250ml,life,4.00,25.48,39.96,14.48
金冠 甜心恋仁 优果奶酥糖 杏仁奶酥 80G,snacks,67.00,134.00,148.47,14.47
Jellycat 沃利鲸鱼柔软毛绒玩具,maternal,4.00,86.20,100.67,14.47
ByOrient 电热水瓶保温杯清洗剂 BOPKS-120,life,11.00,45.10,59.57,14.47
宝克 大容量中性笔 0.5黑色 颜料油墨 耐水耐晒,life,6.00,8.88,23.34,14.46
日本白兔牌暗疮膏 (18g),beauty,5.00,57.50,71.96,14.46
韩国 HelloKitty图案袜子,life,11.00,18.59,33.05,14.46
高丝 化妆水纸膜 湿敷伴侣,beauty,5.00,18.00,32.45,14.45
Moist Diane 无添加 持香保湿精油沐浴露 500ml,beauty,5.00,48.00,62.45,14.45
六泉坊马铃薯宽粉 250g,Snacks,20.00,48.00,62.40,14.40
大山合 猴头菇 150G,snacks,37.00,140.60,154.99,14.39
【限定】日本奥尔滨 护肤调理精华套装 内含三件套,beauty,1.00,50.40,64.79,14.39
【限定款】比那氏 漱口水(抹茶味) 600ml,beauty,2.00,21.60,35.98,14.38
农心 香浓马铃薯拉面 土豆排骨汤 120gx5袋,snacks,8.00,33.04,47.32,14.36
糖果色脚丫闹钟,life,3.00,8.73,23.07,14.34
桃哈多花生焦糖粟米条 80g,snacks,13.00,24.57,38.87,14.30
About me柠檬排毒膏 150ml,beauty,2.00,29.72,43.98,14.26
木丸子 圆角汉字多米诺骨牌 (36个月以上的宝宝),life,3.00,15.72,29.97,14.25
花王浴室强力除霉泡沫喷雾,Default,6.00,30.90,45.14,14.24
WAHL Performer系列 QuickCut理发套装 10件套 model#3154 有线版,life,1.00,15.75,29.98,14.23
山本汉方 x Hello Kitty 大麦若叶 香蕉味 15包装,beauty,13.00,190.08,204.29,14.21
花王厨房用泡沫清洁喷雾 400ml,life,5.00,25.75,39.95,14.20
高丝 CLEAR TURN PRINCESS 公主肌保湿面膜 (亮白/水润/早安清爽) 8pcs,beauty,26.00,112.84,127.03,14.19
星星儿童保温杯 旅行水壶 (灰树袋熊、粉小兔),life,1.00,7.81,21.99,14.18
Canmake井田素颜晚安粉,beauty,2.00,25.68,39.86,14.18
丫眯乐 玫瑰鲜花饼系列 7枚入,snacks,24.00,72.00,86.16,14.16
巧媳妇 不锈钢大漏勺,life,2.00,14.04,28.19,14.15
小岛 泡菜烤扇贝裙边 32g,snacks,120.00,369.00,383.15,14.15
菊正宗日本酒保湿洗面奶 200g,beauty,4.00,32.77,46.91,14.14
M.DUP 迷你卡通动物 LED触摸台灯系列,appliances,8.00,75.36,89.50,14.14
水果浴帽,life,18.00,4.68,18.81,14.13
韩国 美迪惠尔 X LINE FRIENDS 可妮兔清澈透亮面膜 10pc 粉色,beauty,3.00,48.00,62.13,14.13
银色12寸数字钟 带温湿度计,life,2.00,11.78,25.89,14.11
优月美人 艾草骨盘浴,beauty,13.00,39.00,53.10,14.10
晨光 米菲 多彩蓝色圆珠笔 0.5mm,life,12.00,8.40,22.49,14.09
码思高双面胶带(12mm x 9.1m),life,10.00,8.00,22.09,14.09
真田精工 家庭小物整理用 医疗品储物救急盒,life,12.00,21.72,35.78,14.06
资生堂天然优质化妆棉 108枚,beauty,6.00,33.08,47.14,14.06
OLIVE YONG 蜂蜜隐形痘痘贴,beauty,4.00,34.00,48.06,14.06
Moist Diane 植萃 无添加身体乳 200ml,beauty,8.00,57.60,71.66,14.06
WHITE CONC 美白保湿身体水凝乳 90g,beauty,5.00,48.00,62.05,14.05
朝日 极品深煎咖啡 丸福咖啡店出品 260ml,snacks,119.00,238.00,252.03,14.03
Yamada 可沥水带盖肥皂盒 1pc,life,10.00,14.70,28.73,14.03
LuLuLun 灰姑娘急救焕颜修护浓密保湿面膜 1片,beauty,8.00,24.00,38.02,14.02
IROHA 典雅 女用自慰器 粉杏红梅 迷你跳蛋,beauty,2.00,38.95,52.97,14.02
冷酸灵 抗敏感牙膏 水果薄荷香型 90g,beauty,9.00,7.65,21.67,14.02
韩国 Missha谜尚大红BB霜  50ml #23自然色,beauty,2.00,29.98,43.98,14.00
iPhone千两万两好运招财猫手机壳（适用Xs Max／Xs／XR／X）,appliances,18.00,0.00,14.00,14.00
UNNY CLUB 极光之遇无暇素颜霜 50g,beauty,7.00,105.00,119.00,14.00
IPSA 水润高倍防晒乳 30ml 蓝胖子新版,beauty,1.00,36.00,49.99,13.99
TISHA Bubble Foam Cleanser 氨基酸慕斯泡沫洗面奶 200ml,beauty,1.00,10.00,23.99,13.99
Newstar双面胶带(17mmx100mm),life,20.00,6.80,20.79,13.99
后 拱辰享 平纹润唇膏 SPF10（淡雅粉）3.5g,beauty,1.00,28.00,41.99,13.99
日本 凛希 赋活新生系列植物干细胞精华眼霜 12g,beauty,1.00,30.00,43.99,13.99
美迪惠尔 胶原蛋白面膜 10片,beauty,2.00,24.00,37.98,13.98
SNP 钻石亮白净肤紧致免洗睡眠面膜 20支,beauty,2.00,26.00,39.96,13.96
联华文具 喃喃梦语 三折本 精装本 笔记本 9x16cm,life,3.00,5.82,19.77,13.95
渝兄怪味胡豆 200g,Snacks,31.00,46.50,60.45,13.95
日本制 镜子马桶清洁刷 白色/蓝色,life,17.00,29.41,43.35,13.94
狮王制药 Bufferin Light 止痛片 止疼片,life,2.00,19.04,32.98,13.94
素色绒布竖中挥春-多款可选,life,7.00,0.00,13.93,13.93
LuLuLun 灰姑娘急救焕颜修护角质护理面膜 1片,beauty,8.00,24.00,37.92,13.92
日本制 圆腿闹钟 黑色/白色随机发,life,6.00,11.10,25.01,13.91
模拟太阳光夜灯 日出自然唤醒闹钟,appliances,1.00,39.89,53.79,13.90
Ja Yeon 纯天然精华面膜,beauty,24.00,12.00,25.89,13.89
阳江陈厨记 锐利不锈钢斩切两用刀,life,2.00,7.10,20.98,13.88
HABA 无添加 薏仁丸 美白美肌片 150片装,beauty,14.00,414.02,427.90,13.88
QUALITY FIRST 皇后的秘密 多效合一焕白面膜EX30片,beauty,4.00,88.80,102.67,13.87
NSH 多用耐高温可折两用勺 厨房食物夹,life,9.00,13.14,27.01,13.87
东明大桥 党参 142G,snacks,14.00,64.40,78.26,13.86
TXG 烘培烤盘 烘烤必备,life,3.00,2.82,16.65,13.83
洗鞋刷,life,12.00,6.12,19.94,13.82
创意文具蓝图按动手压式橡皮擦 卡通学生按动绘图橡皮（多色混发）,life,7.00,5.94,19.74,13.80
Sunlight 亮白清新洗衣液 柠檬味 1.47升,life,7.00,39.34,53.13,13.79
日本 无添加主义 HABA 角鲨烷精华 Vc修复乳液 60ml,beauty,1.00,31.20,44.99,13.79
Palty 焕彩褪色漂发染发剂,beauty,2.00,16.20,29.98,13.78
ARAX 防花粉尘过敏抗菌口罩 可洗可多次使用 白色小码 3pcs,life,5.00,33.20,46.96,13.76
Mr.Tong HX-002 高压空气多用途管道通 通厕机,life,1.00,26.25,39.99,13.74
虎牌 微电脑电饭煲 5.5杯 JBV-A10U,appliances,1.00,101.33,115.06,13.73
粉红卡通束发带,beauty,5.00,8.25,21.95,13.70
12色丙烯颜料 12x12ml,life,3.00,5.46,19.16,13.70
证件卡套（多色混发）,life,5.00,5.98,19.67,13.69
有你一面葱油椒麻拌面（手工日晒）4连包  118G X4,Snacks,8.00,45.60,59.28,13.68
有你一面四川担担面（手工日晒）4连包  128G X4,Snacks,8.00,45.60,59.28,13.68
3CE三熹玉渐变指甲油,beauty,2.00,20.30,33.98,13.68
多功能静电除毛刷,life,2.00,6.34,19.98,13.64
顺美 快乐熊系列 香皂盒,life,14.00,8.96,22.60,13.64
桃哈多 焦糖玉米粒 80g,snacks,27.00,54.00,67.64,13.64
日本 COTTON LABO 两用化妆棉 80sheets,beauty,16.00,31.84,45.48,13.64
小招财进宝斗方-牛运亨通,life,5.00,5.56,19.19,13.63
鼎力 办公剪刀,life,9.00,5.31,18.94,13.63
拉美拉 多效吸油纸 50片,life,11.00,4.18,17.80,13.62
日丽创意家居 鱼型立式 饭勺 4色可选,life,15.00,17.55,31.14,13.59
麒麟 午后红茶原味奶茶,snacks,42.00,91.00,104.58,13.58
SNP 男士清爽防护多合一乳液 130ml,beauty,2.00,32.00,45.58,13.58
08不锈钢火锅28cm 带玻璃盖,life,1.00,11.41,24.99,13.58
日本 LAGGIE 无硅滋润保湿洗发水 400ml 粉色,beauty,3.00,39.60,53.17,13.57
白家 辣子鸡调料 100g,snacks,28.00,64.40,77.97,13.57
MAQuillAGE 心机彩妆 星魅颊彩粉 天生好气色 RD100,beauty,3.00,115.98,129.55,13.57
小岛 黑芝麻考沙丁鱼 35g,snacks,102.00,312.00,325.55,13.55
